DateTime,State,State_postal,FIPS_state,S,E,I,I_acum,I_active,R
2020-09-04,Alaska,AK,02,740995,2740,125,6460,1096,0
2020-09-05,Alaska,AK,02,740995,2794,90,6550,1118,2
2020-09-06,Alaska,AK,02,740995,2811,97,6647,1124,0
2020-09-07,Alaska,AK,02,740995,2729,35,6682,1092,0
2020-09-08,Alaska,AK,02,740995,2635,34,6716,1055,0
2020-09-09,Alaska,AK,02,740995,2707,65,6781,1084,0
2020-09-10,Alaska,AK,02,740995,2858,114,6895,1143,0
2020-09-11,Alaska,AK,02,740995,2874,96,6991,1150,1
2020-09-12,Alaska,AK,02,740995,2834,104,7095,1135,1
2020-09-13,Alaska,AK,02,740995,2754,62,7157,1103,0
2020-09-14,Alaska,AK,02,740995,2826,77,7234,1131,0
2020-09-15,Alaska,AK,02,740995,2842,44,7278,1137,0
2020-09-16,Alaska,AK,02,740995,2879,51,7329,1152,0
2020-09-17,Alaska,AK,02,740995,2992,112,7441,1196,0
2020-09-18,Alaska,AK,02,740995,3040,110,7551,1216,1
2020-09-19,Alaska,AK,02,740995,2968,96,7647,1187,0
2020-09-20,Alaska,AK,02,740995,3008,107,7754,1204,0
2020-09-21,Alaska,AK,02,740995,2944,71,7825,1178,0
2020-09-22,Alaska,AK,02,740995,3008,60,7885,1203,0
2020-09-23,Alaska,AK,02,740995,3115,77,7962,1246,0
2020-09-24,Alaska,AK,02,740995,3306,142,8104,1323,1
2020-09-25,Alaska,AK,02,740995,3339,127,8231,1336,6
2020-09-26,Alaska,AK,02,740995,3398,120,8351,1360,0
2020-09-27,Alaska,AK,02,740995,3418,111,8462,1367,4
2020-09-28,Alaska,AK,02,740995,3558,119,8581,1424,0
2020-09-29,Alaska,AK,02,740995,3666,121,8702,1468,0
2020-09-30,Alaska,AK,02,740995,3828,108,8810,1532,0
2020-10-01,Alaska,AK,02,740995,4045,138,8948,1619,2
2020-10-02,Alaska,AK,02,740995,4125,144,9092,1651,0
2020-10-03,Alaska,AK,02,740995,4198,139,9231,1680,1
2020-10-04,Alaska,AK,02,740995,4315,143,9374,1727,0
2020-10-05,Alaska,AK,02,740995,4546,199,9573,1819,0
2020-10-06,Alaska,AK,02,740995,4743,149,9722,1897,0
2020-10-07,Alaska,AK,02,740995,4903,125,9847,1962,1
2020-10-08,Alaska,AK,02,740995,5054,137,9984,2022,1
2020-10-09,Alaska,AK,02,740995,5165,186,10170,2066,0
2020-10-10,Alaska,AK,02,740995,5431,234,10404,2173,0
2020-10-11,Alaska,AK,02,740995,5750,248,10652,2301,0
2020-10-12,Alaska,AK,02,740995,5966,196,10848,2386,0
2020-10-13,Alaska,AK,02,740995,6059,157,11005,2424,0
2020-10-14,Alaska,AK,02,740995,6179,169,11174,2472,4
2020-10-15,Alaska,AK,02,740995,6339,171,11345,2535,0
2020-10-16,Alaska,AK,02,740995,6539,219,11564,2616,1
2020-10-17,Alaska,AK,02,740995,6703,209,11773,2681,1
2020-10-18,Alaska,AK,02,740995,6892,215,11988,2757,0
2020-10-19,Alaska,AK,02,740995,7049,206,12194,2820,0
2020-10-20,Alaska,AK,02,740995,7129,231,12425,2852,0
2020-10-21,Alaska,AK,02,740995,7319,225,12650,2928,1
2020-10-22,Alaska,AK,02,740995,7591,235,12885,3038,0
2020-10-23,Alaska,AK,02,740995,7876,250,13135,3151,0
2020-10-24,Alaska,AK,02,740995,8311,360,13495,3325,0
2020-10-25,Alaska,AK,02,740995,9025,519,14014,3610,0
2020-10-26,Alaska,AK,02,740995,9275,349,14363,3711,0
2020-10-27,Alaska,AK,02,740995,9729,378,14741,3893,2
2020-10-28,Alaska,AK,02,740995,10224,355,15096,4091,1
2020-10-29,Alaska,AK,02,740995,10739,375,15471,4297,6
2020-10-30,Alaska,AK,02,740995,11260,378,15849,4504,4
2020-10-31,Alaska,AK,02,740995,11844,452,16301,4737,1
2020-11-01,Alaska,AK,02,740995,12172,340,16641,4868,3
2020-11-02,Alaska,AK,02,740995,12515,353,16994,5006,1
2020-11-03,Alaska,AK,02,740995,12976,390,17384,5190,0
2020-11-04,Alaska,AK,02,740995,13428,411,17795,5370,0
2020-11-05,Alaska,AK,02,740995,13635,310,18105,5455,0
2020-11-06,Alaska,AK,02,740995,14367,528,18633,5748,0
2020-11-07,Alaska,AK,02,740995,15250,603,19236,6101,0
2020-11-08,Alaska,AK,02,740995,15645,517,19753,6258,0
2020-11-09,Alaska,AK,02,740995,15534,474,20227,6213,0
2020-11-10,Alaska,AK,02,740995,15981,528,20755,6392,8
2020-11-11,Alaska,AK,02,740995,16293,502,21257,6516,4
2020-11-12,Alaska,AK,02,740995,16619,486,21743,6647,0
2020-11-13,Alaska,AK,02,740995,17153,589,22332,6861,1
2020-11-14,Alaska,AK,02,740995,18043,733,23065,7216,1
2020-11-15,Alaska,AK,02,740995,18553,657,23722,7421,0
2020-11-16,Alaska,AK,02,740995,19171,586,24308,7667,0
2020-11-17,Alaska,AK,02,740995,19874,636,24944,7950,2
2020-11-18,Alaska,AK,02,740995,20267,546,25490,8106,0
2020-11-19,Alaska,AK,02,740995,20477,495,25985,8190,1
2020-11-20,Alaska,AK,02,740995,20847,458,26443,8338,0
2020-11-21,Alaska,AK,02,740995,21218,677,27120,8487,1
2020-11-22,Alaska,AK,02,740995,21081,548,27668,8432,1
2020-11-23,Alaska,AK,02,740995,21034,499,28167,8414,0
2020-11-24,Alaska,AK,02,740995,21308,584,28751,8524,13
2020-11-25,Alaska,AK,02,740995,21675,674,29425,8670,0
2020-11-26,Alaska,AK,02,740995,21805,553,29978,8721,2
2020-11-27,Alaska,AK,02,740995,22257,667,30645,8902,0
2020-11-28,Alaska,AK,02,740995,22451,667,31312,8980,2
2020-11-29,Alaska,AK,02,740995,22165,619,31931,8866,0
2020-11-30,Alaska,AK,02,740995,21797,509,32440,8718,0
2020-12-01,Alaska,AK,02,740995,21677,538,32978,8670,1
2020-12-02,Alaska,AK,02,740995,21797,686,33664,8720,0
2020-12-03,Alaska,AK,02,740995,22335,761,34425,8935,8
2020-12-04,Alaska,AK,02,740995,22997,759,35184,9199,11
2020-12-05,Alaska,AK,02,740995,24183,933,36117,9674,1
2020-12-06,Alaska,AK,02,740995,24404,765,36882,9762,0
2020-12-07,Alaska,AK,02,740995,24277,496,37378,9710,3
2020-12-08,Alaska,AK,02,740995,24457,571,37949,9782,0
2020-12-09,Alaska,AK,02,740995,24482,595,38544,9793,4
2020-12-10,Alaska,AK,02,740995,24364,626,39170,9745,5
2020-12-11,Alaska,AK,02,740995,24541,624,39794,9816,3
2020-12-12,Alaska,AK,02,740995,24176,521,40315,9670,18
2020-12-13,Alaska,AK,02,740995,24116,644,40959,9647,0
2020-12-14,Alaska,AK,02,740995,23644,428,41387,9456,0
2020-12-15,Alaska,AK,02,740995,23092,289,41676,9236,3
2020-12-16,Alaska,AK,02,740995,23256,604,42280,9302,2
2020-12-17,Alaska,AK,02,740995,22514,388,42668,9004,2
2020-12-18,Alaska,AK,02,740995,21820,486,43154,8729,0
2020-12-19,Alaska,AK,02,740995,20760,333,43487,8303,1
2020-12-20,Alaska,AK,02,740995,18924,200,43687,7570,0
2020-12-21,Alaska,AK,02,740995,17412,159,43846,6964,0
2020-12-22,Alaska,AK,02,740995,17257,435,44281,6903,10
2020-12-23,Alaska,AK,02,740995,16744,366,44647,6698,3
2020-12-24,Alaska,AK,02,740995,15929,268,44915,6371,2
2020-12-25,Alaska,AK,02,740995,14361,0,44915,5745,0
2020-12-26,Alaska,AK,02,740995,13731,372,45287,5493,1
2020-12-27,Alaska,AK,02,740995,13179,299,45586,5271,0
2020-12-28,Alaska,AK,02,740995,11886,128,45714,4755,0
2020-12-29,Alaska,AK,02,740995,11294,190,45904,4517,1
2020-12-30,Alaska,AK,02,740995,11519,379,46283,4607,2
2020-12-31,Alaska,AK,02,740995,11294,513,46796,4516,3
2021-01-01,Alaska,AK,02,740995,10335,5,46801,4133,0
2021-01-02,Alaska,AK,02,740995,11105,795,47596,4442,9
2021-01-03,Alaska,AK,02,740995,11014,296,47892,4405,0
2021-01-04,Alaska,AK,02,740995,11164,261,48153,4466,3
2021-01-05,Alaska,AK,02,740995,11262,198,48351,4505,0
2021-01-06,Alaska,AK,02,740995,11010,334,48685,4404,2
2021-01-07,Alaska,AK,02,740995,10927,333,49018,4371,3
2021-01-08,Alaska,AK,02,740995,11259,401,49419,4504,0
2021-01-09,Alaska,AK,02,740995,12039,312,49731,4816,1
2021-01-10,Alaska,AK,02,740995,11743,254,49985,4698,0
2021-01-11,Alaska,AK,02,740995,11540,217,50202,4616,0
2021-01-12,Alaska,AK,02,740995,11551,132,50334,4620,1
2021-01-13,Alaska,AK,02,740995,11811,294,50628,4724,1
2021-01-14,Alaska,AK,02,740995,11711,340,50968,4685,2
2021-01-15,Alaska,AK,02,740995,11172,296,51264,4468,1
2021-01-16,Alaska,AK,02,740995,11640,192,51456,4655,0
2021-01-17,Alaska,AK,02,740995,10349,278,51734,4138,0
2021-01-18,Alaska,AK,02,740995,9990,154,51888,3996,0
2021-01-19,Alaska,AK,02,740995,9660,129,52017,3864,1
2021-01-20,Alaska,AK,02,740995,9580,166,52183,3832,23
2021-01-21,Alaska,AK,02,740995,9273,212,52395,3710,1
2021-01-22,Alaska,AK,02,740995,9190,299,52694,3676,0
2021-01-23,Alaska,AK,02,740995,8809,249,52943,3524,5
2021-01-24,Alaska,AK,02,740995,8432,161,53104,3373,0
2021-01-25,Alaska,AK,02,740995,8002,84,53188,3203,0
2021-01-26,Alaska,AK,02,740995,7683,89,53277,3075,1
2021-01-27,Alaska,AK,02,740995,7804,180,53457,3123,1
2021-01-28,Alaska,AK,02,740995,7545,189,53646,3018,1
2021-01-29,Alaska,AK,02,740995,7155,185,53831,2863,0
2021-01-30,Alaska,AK,02,740995,6802,154,53985,2721,0
2021-01-31,Alaska,AK,02,740995,6646,129,54114,2658,0
2021-02-01,Alaska,AK,02,740995,6193,97,54211,2477,0
2021-02-02,Alaska,AK,02,740995,6170,146,54357,2469,17
2021-02-03,Alaska,AK,02,740995,6406,224,54581,2564,0
2021-02-04,Alaska,AK,02,740995,6450,183,54764,2581,0
2021-02-05,Alaska,AK,02,740995,6557,254,55018,2623,0
2021-02-06,Alaska,AK,02,740995,5816,3,55021,2327,0
2021-02-07,Alaska,AK,02,740995,5194,0,55021,2078,0
2021-02-08,Alaska,AK,02,740995,6030,496,55517,2413,0
2021-02-09,Alaska,AK,02,740995,6131,124,55641,2453,1
2021-02-10,Alaska,AK,02,740995,6418,204,55845,2568,0
2021-02-11,Alaska,AK,02,740995,6363,158,56003,2546,0
2021-02-12,Alaska,AK,02,740995,6271,153,56156,2510,2
2021-02-13,Alaska,AK,02,740995,5811,1,56157,2326,0
2021-02-14,Alaska,AK,02,740995,5434,1,56158,2173,0
2021-02-15,Alaska,AK,02,740995,5110,0,56158,2044,0
2021-02-16,Alaska,AK,02,740995,6117,499,56657,2446,5
2021-02-17,Alaska,AK,02,740995,5909,63,56720,2363,1
2021-02-18,Alaska,AK,02,740995,5893,219,56939,2358,0
2021-02-19,Alaska,AK,02,740995,5962,212,57151,2387,1
2021-02-20,Alaska,AK,02,740995,5335,2,57153,2135,0
2021-02-21,Alaska,AK,02,740995,5329,0,57153,2132,0
2021-02-22,Alaska,AK,02,740995,6189,344,57497,2476,1
2021-02-23,Alaska,AK,02,740995,5093,56,57553,2036,0
2021-02-24,Alaska,AK,02,740995,5245,187,57740,2099,0
2021-02-25,Alaska,AK,02,740995,5190,181,57921,2076,0
2021-02-26,Alaska,AK,02,740995,5072,111,58032,2029,0
2021-02-27,Alaska,AK,02,740995,4702,4,58036,1880,0
2021-02-28,Alaska,AK,02,740995,4702,1,58037,1880,0
2021-03-01,Alaska,AK,02,740995,5668,388,58425,2267,10
2021-03-02,Alaska,AK,02,740995,6040,148,58573,2415,2
2021-03-03,Alaska,AK,02,740995,5283,197,58770,2113,1
2021-03-04,Alaska,AK,02,740995,5522,159,58929,2209,0
2021-03-05,Alaska,AK,02,740995,5344,148,59077,2138,2
2021-03-06,Alaska,AK,02,740995,4815,0,59077,1926,0
2021-03-07,Alaska,AK,02,740995,4811,1,59078,1925,0
2021-03-08,Alaska,AK,02,740995,5667,342,59420,2267,0
2021-03-09,Alaska,AK,02,740995,5030,88,59508,2011,0
2021-03-10,Alaska,AK,02,740995,5274,155,59663,2110,0
2021-03-11,Alaska,AK,02,740995,5396,236,59899,2159,0
2021-03-12,Alaska,AK,02,740995,5218,109,60008,2087,1
2021-03-13,Alaska,AK,02,740995,4942,0,60008,1976,0
2021-03-14,Alaska,AK,02,740995,4934,1,60009,1973,0
2021-03-15,Alaska,AK,02,740995,5898,387,60396,2359,0
2021-03-16,Alaska,AK,02,740995,5183,103,60499,2074,0
2021-03-17,Alaska,AK,02,740995,5249,174,60673,2100,1
2021-03-18,Alaska,AK,02,740995,5151,157,60830,2060,3
2021-03-19,Alaska,AK,02,740995,4928,70,60900,1971,0
2021-03-20,Alaska,AK,02,740995,4566,3,60903,1826,0
2021-03-21,Alaska,AK,02,740995,4566,0,60903,1826,0
2021-03-22,Alaska,AK,02,740995,5441,352,61255,2177,0
2021-03-23,Alaska,AK,02,740995,5026,176,61431,2011,2
2021-03-24,Alaska,AK,02,740995,5351,219,61650,2142,0
2021-03-25,Alaska,AK,02,740995,5333,147,61797,2134,1
2021-03-26,Alaska,AK,02,740995,5222,192,61989,2090,0
2021-03-27,Alaska,AK,02,740995,4974,8,61997,1989,0
2021-03-28,Alaska,AK,02,740995,4976,1,61998,1990,0
2021-03-29,Alaska,AK,02,740995,4976,1,61999,1990,0
2021-03-30,Alaska,AK,02,740995,5571,626,62625,2229,0
2021-03-31,Alaska,AK,02,740995,5315,0,62625,2126,0
2021-04-01,Alaska,AK,02,740995,5876,398,63023,2350,0
2021-04-02,Alaska,AK,02,740995,5981,201,63224,2394,0
2021-04-03,Alaska,AK,02,740995,5810,0,63224,2324,0
2021-04-04,Alaska,AK,02,740995,5802,0,63224,2321,0
2021-04-05,Alaska,AK,02,740995,7033,493,63717,2814,0
2021-04-06,Alaska,AK,02,740995,6354,80,63797,2542,0
2021-04-07,Alaska,AK,02,740995,6464,220,64017,2586,0
2021-04-08,Alaska,AK,02,740995,6485,226,64243,2593,0
2021-04-09,Alaska,AK,02,740995,6729,245,64488,2691,0
2021-04-10,Alaska,AK,02,740995,6247,0,64488,2499,0
2021-04-11,Alaska,AK,02,740995,6227,0,64488,2491,0
2021-04-12,Alaska,AK,02,740995,7199,390,64878,2880,1
2021-04-13,Alaska,AK,02,740995,7587,156,65034,3035,0
2021-04-14,Alaska,AK,02,740995,6521,200,65234,2609,0
2021-04-15,Alaska,AK,02,740995,7003,193,65427,2802,20
2021-04-16,Alaska,AK,02,740995,6480,188,65615,2592,0
2021-04-17,Alaska,AK,02,740995,5978,0,65615,2391,0
2021-04-18,Alaska,AK,02,740995,5978,0,65615,2391,0
2021-04-19,Alaska,AK,02,740995,7097,447,66062,2838,0
2021-04-20,Alaska,AK,02,740995,6130,108,66170,2453,0
2021-04-21,Alaska,AK,02,740995,6432,200,66370,2573,0
2021-04-22,Alaska,AK,02,740995,6453,229,66599,2582,0
2021-04-23,Alaska,AK,02,740995,6264,150,66749,2506,0
2021-04-24,Alaska,AK,02,740995,5651,0,66749,2261,0
2021-04-25,Alaska,AK,02,740995,5651,0,66749,2261,0
2021-04-26,Alaska,AK,02,740995,6766,446,67195,2707,13
2021-04-27,Alaska,AK,02,740995,6142,140,67335,2457,0
2021-04-28,Alaska,AK,02,740995,6275,209,67544,2510,0
2021-04-29,Alaska,AK,02,740995,6198,170,67714,2480,0
2021-04-30,Alaska,AK,02,740995,6082,146,67860,2433,0
2021-05-01,Alaska,AK,02,740995,5611,0,67860,2245,0
2021-05-02,Alaska,AK,02,740995,5611,0,67860,2245,0
2021-05-03,Alaska,AK,02,740995,6309,278,68138,2523,1
2021-05-04,Alaska,AK,02,740995,5418,91,68229,2167,0
2021-05-05,Alaska,AK,02,740995,5519,149,68378,2208,0
2021-05-06,Alaska,AK,02,740995,5260,96,68474,2104,1
2021-05-07,Alaska,AK,02,740995,4981,118,68592,1993,0
2021-05-08,Alaska,AK,02,740995,4608,0,68592,1843,0
2021-05-09,Alaska,AK,02,740995,4608,0,68592,1843,0
2021-05-10,Alaska,AK,02,740995,5191,234,68826,2077,0
2021-05-11,Alaska,AK,02,740995,4230,61,68887,1692,2
2021-05-12,Alaska,AK,02,740995,4097,87,68974,1639,2
2021-05-13,Alaska,AK,02,740995,3782,83,69057,1513,0
2021-05-14,Alaska,AK,02,740995,3635,111,69168,1454,0
2021-05-15,Alaska,AK,02,740995,3268,0,69168,1308,0
2021-05-16,Alaska,AK,02,740995,3268,0,69168,1308,0
2021-05-17,Alaska,AK,02,740995,3606,134,69302,1442,11
2021-05-18,Alaska,AK,02,740995,3057,58,69360,1222,4
2021-05-19,Alaska,AK,02,740995,3077,99,69459,1230,1
2021-05-20,Alaska,AK,02,740995,2903,79,69538,1160,0
2021-05-21,Alaska,AK,02,740995,2829,67,69605,1131,0
2021-05-22,Alaska,AK,02,740995,2534,0,69605,1013,0
2021-05-23,Alaska,AK,02,740995,2534,0,69605,1013,0
2021-05-24,Alaska,AK,02,740995,2770,96,69701,1109,0
2021-05-25,Alaska,AK,02,740995,2320,53,69754,928,0
2021-05-26,Alaska,AK,02,740995,2332,65,69819,932,0
2021-05-27,Alaska,AK,02,740995,2228,45,69864,890,0
2021-05-28,Alaska,AK,02,740995,2140,49,69913,856,0
2021-05-29,Alaska,AK,02,740995,1862,0,69913,745,0
2021-05-30,Alaska,AK,02,740995,1862,0,69913,745,0
2021-05-31,Alaska,AK,02,740995,1862,0,69913,745,0
2021-06-01,Alaska,AK,02,740995,1802,110,70023,721,0
2021-06-02,Alaska,AK,02,740995,1757,41,70064,704,0
2021-06-03,Alaska,AK,02,740995,1641,52,70116,657,0
2021-06-04,Alaska,AK,02,740995,1600,61,70177,639,0
2021-06-05,Alaska,AK,02,740995,1430,0,70177,572,0
2021-06-06,Alaska,AK,02,740995,1430,0,70177,572,0
2021-06-07,Alaska,AK,02,740995,1559,51,70228,623,0
2021-06-08,Alaska,AK,02,740995,1318,0,70228,527,0
2021-06-09,Alaska,AK,02,740995,1357,69,70297,543,0
2021-06-10,Alaska,AK,02,740995,1194,0,70297,478,0
2021-06-11,Alaska,AK,02,740995,1241,63,70360,496,4
2021-06-12,Alaska,AK,02,740995,1118,0,70360,447,0
2021-06-13,Alaska,AK,02,740995,1118,0,70360,447,0
2021-06-14,Alaska,AK,02,740995,1287,68,70428,515,0
2021-06-15,Alaska,AK,02,740995,1287,0,70428,515,0
2021-06-16,Alaska,AK,02,740995,1146,53,70481,458,0
2021-06-17,Alaska,AK,02,740995,1042,0,70481,417,0
2021-06-18,Alaska,AK,02,740995,1178,106,70587,471,0
2021-06-19,Alaska,AK,02,740995,1022,0,70587,410,0
2021-06-20,Alaska,AK,02,740995,1022,0,70587,410,0
2021-06-21,Alaska,AK,02,740995,1247,88,70675,498,0
2021-06-22,Alaska,AK,02,740995,1118,0,70675,447,0
2021-06-23,Alaska,AK,02,740995,1292,70,70745,517,1
2021-06-24,Alaska,AK,02,740995,1119,0,70745,448,0
2021-06-25,Alaska,AK,02,740995,1119,0,70745,448,0
2021-06-26,Alaska,AK,02,740995,964,0,70745,385,0
2021-06-27,Alaska,AK,02,740995,964,0,70745,385,0
2021-06-28,Alaska,AK,02,740995,1321,144,70889,529,0
2021-06-29,Alaska,AK,02,740995,1167,6,70895,467,0
2021-06-30,Alaska,AK,02,740995,1383,87,70982,554,3
2021-07-01,Alaska,AK,02,740995,1252,0,70982,501,0
2021-07-02,Alaska,AK,02,740995,1509,103,71085,604,0
2021-07-03,Alaska,AK,02,740995,1245,0,71085,498,0
2021-07-04,Alaska,AK,02,740995,1245,0,71085,498,0
2021-07-05,Alaska,AK,02,740995,1245,0,71085,498,0
2021-07-06,Alaska,AK,02,740995,1026,0,71085,410,0
2021-07-07,Alaska,AK,02,740995,1555,213,71298,623,0
2021-07-08,Alaska,AK,02,740995,1378,0,71298,553,0
2021-07-09,Alaska,AK,02,740995,1707,131,71429,684,2
2021-07-10,Alaska,AK,02,740995,1707,0,71429,684,0
2021-07-11,Alaska,AK,02,740995,1707,0,71429,684,0
2021-07-12,Alaska,AK,02,740995,2133,170,71599,854,2
2021-07-13,Alaska,AK,02,740995,1771,0,71599,710,0
2021-07-14,Alaska,AK,02,740995,2375,246,71845,950,0
2021-07-15,Alaska,AK,02,740995,2156,0,71845,863,0
2021-07-16,Alaska,AK,02,740995,2862,282,72127,1145,0
2021-07-17,Alaska,AK,02,740995,2608,0,72127,1042,0
2021-07-18,Alaska,AK,02,740995,2608,0,72127,1042,0
2021-07-19,Alaska,AK,02,740995,3748,457,72584,1499,0
2021-07-20,Alaska,AK,02,740995,3748,0,72584,1499,0
2021-07-21,Alaska,AK,02,740995,4909,465,73049,1964,1
2021-07-22,Alaska,AK,02,740995,4377,0,73049,1751,0
2021-07-23,Alaska,AK,02,740995,5324,378,73427,2129,2
2021-07-24,Alaska,AK,02,740995,5157,65,73492,2063,0
2021-07-25,Alaska,AK,02,740995,5157,0,73492,2063,0
2021-07-26,Alaska,AK,02,740995,6559,560,74052,2623,0
2021-07-27,Alaska,AK,02,740995,6132,0,74052,2453,0
2021-07-28,Alaska,AK,02,740995,7450,527,74579,2980,2
2021-07-29,Alaska,AK,02,740995,6834,0,74579,2734,0
2021-07-30,Alaska,AK,02,740995,8273,575,75154,3309,3
2021-07-31,Alaska,AK,02,740995,7568,0,75154,3027,0
2021-08-01,Alaska,AK,02,740995,7568,0,75154,3027,0
2021-08-02,Alaska,AK,02,740995,9419,740,75894,3767,0
2021-08-03,Alaska,AK,02,740995,9010,294,76188,3604,2
2021-08-04,Alaska,AK,02,740995,9863,341,76529,3945,2
2021-08-05,Alaska,AK,02,740995,9633,374,76903,3854,5
2021-08-06,Alaska,AK,02,740995,10458,330,77233,4184,0
2021-08-07,Alaska,AK,02,740995,9515,0,77233,3806,0
2021-08-08,Alaska,AK,02,740995,9353,0,77233,3741,0
2021-08-09,Alaska,AK,02,740995,11484,852,78085,4593,1
2021-08-10,Alaska,AK,02,740995,10728,256,78341,4289,1
2021-08-11,Alaska,AK,02,740995,10728,0,78341,4289,0
2021-08-12,Alaska,AK,02,740995,11355,780,79121,4542,3
2021-08-13,Alaska,AK,02,740995,12203,339,79460,4881,0
2021-08-14,Alaska,AK,02,740995,10764,0,79460,4306,0
2021-08-15,Alaska,AK,02,740995,10764,0,79460,4306,0
2021-08-16,Alaska,AK,02,740995,13418,1062,80522,5368,0
2021-08-17,Alaska,AK,02,740995,12695,451,80973,5079,5
2021-08-18,Alaska,AK,02,740995,13605,657,81630,5442,4
2021-08-19,Alaska,AK,02,740995,14462,684,82314,5785,0
2021-08-20,Alaska,AK,02,740995,14694,466,82780,5877,2
2021-08-21,Alaska,AK,02,740995,13867,0,82780,5547,0
2021-08-22,Alaska,AK,02,740995,13867,0,82780,5547,0
2021-08-23,Alaska,AK,02,740995,16639,1109,83889,6656,0
2021-08-24,Alaska,AK,02,740995,15991,593,84482,6397,13
2021-08-25,Alaska,AK,02,740995,16911,623,85105,6764,11
2021-08-26,Alaska,AK,02,740995,18726,727,85832,7491,0
2021-08-27,Alaska,AK,02,740995,18085,521,86353,7232,0
2021-08-28,Alaska,AK,02,740995,17233,0,86353,6893,0
2021-08-29,Alaska,AK,02,740995,17233,0,86353,6893,0
2021-08-30,Alaska,AK,02,740995,20209,1189,87542,8082,0
2021-08-31,Alaska,AK,02,740995,19143,637,88179,7657,6
2021-09-01,Alaska,AK,02,740995,20003,795,88974,8001,4
2021-09-02,Alaska,AK,02,740995,20157,719,89693,8063,0
2021-09-03,Alaska,AK,02,740995,19897,579,90272,7958,0
2021-09-04,Alaska,AK,02,740995,18731,0,90272,7492,0
2021-09-05,Alaska,AK,02,740995,18731,0,90272,7492,0
2021-09-06,Alaska,AK,02,740995,18731,0,90272,7492,0
2021-09-07,Alaska,AK,02,740995,21301,2136,92408,8519,2
2021-09-08,Alaska,AK,02,740995,21913,838,93246,8764,6
2021-09-09,Alaska,AK,02,740995,22458,841,94087,8982,0
2021-09-10,Alaska,AK,02,740995,22391,700,94787,8955,2
2021-09-11,Alaska,AK,02,740995,21087,0,94787,8434,0
2021-09-12,Alaska,AK,02,740995,21087,0,94787,8434,0
2021-09-13,Alaska,AK,02,740995,24740,1462,96249,9896,1
2021-09-14,Alaska,AK,02,740995,23488,689,96938,9396,7
2021-09-15,Alaska,AK,02,740995,24614,1087,98025,9846,2
2021-09-16,Alaska,AK,02,740995,25257,1053,99078,10104,0
2021-09-17,Alaska,AK,02,740995,25662,880,99958,10265,1
2021-09-18,Alaska,AK,02,740995,24215,0,99958,9686,0
2021-09-19,Alaska,AK,02,740995,24215,0,99958,9686,0
2021-09-20,Alaska,AK,02,740995,29478,2105,102063,11791,5
2021-09-21,Alaska,AK,02,740995,31586,843,102906,12634,6
2021-09-22,Alaska,AK,02,740995,29347,1240,104146,11738,1
2021-09-23,Alaska,AK,02,740995,30514,1304,105450,12204,7
2021-09-24,Alaska,AK,02,740995,32846,1776,107226,13139,44
2021-09-25,Alaska,AK,02,740995,31096,0,107226,12439,0
2021-09-26,Alaska,AK,02,740995,31096,0,107226,12439,0
2021-09-27,Alaska,AK,02,740995,41102,4002,111228,16441,21
2021-09-28,Alaska,AK,02,740995,39194,699,111927,15678,10
2021-09-29,Alaska,AK,02,740995,39948,991,112918,15980,4
2021-09-30,Alaska,AK,02,740995,40405,1268,114186,16161,10
2021-10-01,Alaska,AK,02,740995,40351,1032,115218,16140,1
2021-10-02,Alaska,AK,02,740995,38148,0,115218,15260,0
2021-10-03,Alaska,AK,02,740995,38148,0,115218,15260,0
2021-10-04,Alaska,AK,02,740995,43733,2233,117451,17493,1
2021-10-05,Alaska,AK,02,740995,40589,847,118298,16235,3
2021-10-06,Alaska,AK,02,740995,40642,864,119162,16256,3
2021-10-07,Alaska,AK,02,740995,39669,851,120013,15867,5
2021-10-08,Alaska,AK,02,740995,38484,831,120844,15394,1
2021-10-09,Alaska,AK,02,740995,34043,0,120844,13618,0
2021-10-10,Alaska,AK,02,740995,34043,0,120844,13618,0
2021-10-11,Alaska,AK,02,740995,40987,2776,123620,16394,4
2021-10-12,Alaska,AK,02,740995,32121,456,124076,12848,16
2021-10-13,Alaska,AK,02,740995,33433,1224,125300,13373,0
2021-10-14,Alaska,AK,02,740995,33404,979,126279,13361,2
2021-10-15,Alaska,AK,02,740995,32677,978,127257,13071,3
2021-10-16,Alaska,AK,02,740995,30099,0,127257,12039,0
2021-10-17,Alaska,AK,02,740995,30099,0,127257,12039,0
2021-10-18,Alaska,AK,02,740995,30099,0,127257,12039,0
2021-10-19,Alaska,AK,02,740995,31578,2825,130082,12631,66
2021-10-20,Alaska,AK,02,740995,31492,814,130896,12598,8
2021-10-21,Alaska,AK,02,740995,31863,1012,131908,12746,1
2021-10-22,Alaska,AK,02,740995,31857,848,132756,12743,6
2021-10-23,Alaska,AK,02,740995,29778,0,132756,11912,0
2021-10-24,Alaska,AK,02,740995,29778,0,132756,11912,0
2021-10-25,Alaska,AK,02,740995,33978,1679,134435,13591,5
2021-10-26,Alaska,AK,02,740995,28892,743,135178,11558,11
2021-10-27,Alaska,AK,02,740995,29193,576,135754,11678,2
2021-10-28,Alaska,AK,02,740995,28153,808,136562,11262,5
2021-10-29,Alaska,AK,02,740995,27717,804,137366,11087,4
2021-10-30,Alaska,AK,02,740995,25272,0,137366,10109,0
2021-10-31,Alaska,AK,02,740995,25272,0,137366,10109,0
2021-11-01,Alaska,AK,02,740995,29119,1540,138906,11649,3
